fighter,sig_str_landed,total_str_landed,td_landed,head_landed,body_landed,leg_landed,distance_landed,clinch_landed,ground_landed,sig_str_attempts,total_str_attempts,td_attempts,kd,sub_att,rev,ctrl_seconds,sig_str_acc,td_acc
AJ Cunningham,26.0,27.5,0.0,13.0,5.5,7.5,25.0,1.0,0.0,63.5,66.0,0.0,0.0,0.5,0.0,13.0,0.39384615384615385,0.0
AJ Dobson,48.0,62.5,1.25,26.25,7.25,14.5,41.75,4.5,1.75,107.75,127.0,1.5,0.0,0.0,0.25,106.0,0.4410282953761214,0.8333333333333333
AJ Fletcher,38.25,60.5,1.0,26.75,4.25,7.25,32.75,3.0,2.5,78.25,104.25,3.0,0.0,0.75,0.75,153.0,0.47846844193478494,0.2222222222222222
Aalon Cruz,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.5,7.5,1.5,0.0,0.0,0.0,8.0,0.08333333333333333,0.0
Aaron Brink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Aaron Phillips,19.75,106.25,0.75,9.0,9.5,1.25,11.0,5.5,3.25,37.0,134.0,1.5,0.0,0.5,0.25,108.5,0.4974002849002849,0.3
Aaron Pico,13.0,13.0,2.0,7.0,5.0,1.0,7.0,3.0,3.0,29.0,30.0,3.0,0.0,0.0,0.0,121.0,0.4482758620689655,0.6666666666666666
Aaron Riley,34.888888888888886,64.55555555555556,0.8888888888888888,16.333333333333332,10.222222222222221,8.333333333333334,21.11111111111111,11.333333333333334,2.4444444444444446,100.44444444444444,132.22222222222223,2.5555555555555554,0.0,0.1111111111111111,0.0,123.88888888888889,0.3481714392601328,0.37916666666666665
Aaron Rosa,44.0,135.66666666666666,0.0,27.0,14.0,3.0,26.666666666666668,17.333333333333332,0.0,96.66666666666667,199.33333333333334,0.3333333333333333,0.0,0.0,0.0,20.333333333333332,0.33459360833662516,0.0
Aaron Simpson,41.27272727272727,72.72727272727273,2.909090909090909,23.0,8.818181818181818,9.454545454545455,14.909090909090908,16.727272727272727,9.636363636363637,78.18181818181819,115.0,8.363636363636363,0.5454545454545454,0.36363636363636365,0.0,291.45454545454544,0.5609929196523957,0.4934398934398934
Aaron Wilkinson,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,64.0,0.0,1.0
Abdul Razak Alhassan,22.5,26.357142857142858,0.35714285714285715,17.642857142857142,2.5714285714285716,2.2857142857142856,15.428571428571429,3.7142857142857144,3.357142857142857,45.142857142857146,49.785714285714285,1.0714285714285714,0.6428571428571429,0.07142857142857142,0.07142857142857142,55.07142857142857,0.5894567022802243,0.26666666666666666
Abdul-Kareem Al-Selwady,38.0,50.0,3.0,15.0,8.0,15.0,34.0,4.0,0.0,68.0,84.0,7.0,0.0,0.0,0.0,164.0,0.5588235294117647,0.42857142857142855
Abdul-Kerim Edilov,77.0,150.0,2.0,59.0,16.0,2.0,9.0,6.0,62.0,125.0,210.0,2.0,0.0,1.0,0.0,333.0,0.616,1.0
Abel Trujillo,24.818181818181817,33.63636363636363,1.3636363636363635,17.727272727272727,5.363636363636363,1.7272727272727273,13.181818181818182,5.7272727272727275,5.909090909090909,60.18181818181818,69.72727272727273,3.0,0.2727272727272727,0.2727272727272727,0.0,103.18181818181819,0.40834132696767866,0.5599999999999999
Abner Lloveras,94.0,99.0,2.0,55.0,33.0,6.0,76.0,18.0,0.0,189.0,194.0,10.0,0.0,0.0,0.0,173.0,0.4973544973544973,0.2
Abu Azaitar,65.66666666666667,121.33333333333333,1.0,33.0,24.0,8.666666666666666,47.666666666666664,11.333333333333334,6.666666666666667,151.0,213.33333333333334,2.6666666666666665,0.0,0.0,0.3333333333333333,117.0,0.4183143792538985,0.5
Abubakar Nurmagomedov,33.25,61.5,1.0,22.5,5.0,5.75,29.75,3.25,0.25,62.5,94.5,4.5,0.0,0.0,0.0,304.75,0.5196241017136539,0.39375
Abus Magomedov,32.714285714285715,48.142857142857146,1.8571428571428572,18.571428571428573,10.0,4.142857142857143,28.285714285714285,1.0,3.4285714285714284,66.28571428571429,89.71428571428571,3.142857142857143,0.14285714285714285,0.2857142857142857,0.0,167.71428571428572,0.6085601295109315,0.6214285714285714
Adam Cella,2.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Adam Fugitt,37.6,43.0,1.0,16.8,14.4,6.4,34.2,2.2,1.2,81.2,88.6,4.0,0.0,0.0,0.0,70.0,0.486585262033136,0.17410714285714285
Adam Milstead,31.75,39.0,0.0,26.25,3.25,2.25,25.25,5.5,1.0,67.75,75.75,0.0,0.0,0.0,0.0,5.0,0.6030701754385965,0.0
Adam Wieczorek,20.666666666666668,39.333333333333336,0.3333333333333333,9.333333333333334,7.0,4.333333333333333,14.333333333333334,4.0,2.3333333333333335,53.333333333333336,74.0,1.0,0.0,0.3333333333333333,0.0,88.33333333333333,0.3692657569850552,0.25
Adam Yandiev,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0
Adlan Amagov,26.5,40.0,3.0,11.0,4.0,11.5,14.5,7.5,4.5,62.5,76.0,5.5,0.5,0.0,0.0,137.0,0.48038073038073037,0.3
Adrian Serrano,6.0,55.0,0.0,2.0,4.0,0.0,3.0,3.0,0.0,23.0,79.0,2.0,0.0,0.0,1.0,187.0,0.2608695652173913,0.0
Adrian Yanez,46.333333333333336,47.22222222222222,0.0,33.0,6.222222222222222,7.111111111111111,42.22222222222222,0.5555555555555556,3.5555555555555554,112.0,113.22222222222223,0.1111111111111111,0.6666666666666666,0.0,0.0,13.11111111111111,0.4417467927221354,0.0
Adriano Martins,14.714285714285714,18.714285714285715,0.5714285714285714,7.857142857142857,1.5714285714285714,5.285714285714286,13.714285714285714,0.0,1.0,33.42857142857143,37.857142857142854,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,53.714285714285715,0.46009672543889485,0.875
Adriano Santos,11.0,21.0,2.0,8.0,2.0,1.0,4.0,0.0,7.0,36.0,47.0,3.0,0.0,0.0,1.0,0.0,0.3055555555555556,0.6666666666666666
Aiemann Zahabi,52.111111111111114,53.888888888888886,0.1111111111111111,38.888888888888886,7.888888888888889,5.333333333333333,46.44444444444444,2.111111111111111,3.5555555555555554,111.33333333333333,113.22222222222223,0.7777777777777778,0.3333333333333333,0.0,0.1111111111111111,37.0,0.5097257179545381,0.06666666666666667
Ailin Perez,38.166666666666664,77.0,3.8333333333333335,22.833333333333332,7.833333333333333,7.5,19.166666666666668,5.666666666666667,13.333333333333334,69.5,117.33333333333333,8.166666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,320.0,0.5581856684508161,0.42424242424242425
Aisling Daly,34.0,89.33333333333333,1.6666666666666667,23.666666666666668,8.333333333333334,2.0,5.333333333333333,9.333333333333334,19.333333333333332,65.33333333333333,125.33333333333333,4.0,0.0,0.6666666666666666,0.0,422.6666666666667,0.5308913308913309,0.43333333333333335
Akbarh Arreola,24.25,39.25,0.75,12.75,6.5,5.0,17.5,1.0,5.75,53.5,70.25,0.75,0.5,0.25,0.0,43.5,0.4610379867646824,1.0
Akihiro Gono,30.0,38.333333333333336,1.3333333333333333,11.0,8.666666666666666,10.333333333333334,24.666666666666668,3.0,2.3333333333333335,57.0,65.66666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,113.66666666666667,0.49566694987255727,0.875
Akira Corassani,23.166666666666668,25.833333333333332,0.3333333333333333,13.333333333333334,4.666666666666667,5.166666666666667,20.166666666666668,3.0,0.0,51.166666666666664,54.0,1.1666666666666667,0.0,0.0,0.0,49.0,0.43458964270848277,0.16666666666666666
Al Iaquinta,51.6,54.06666666666667,0.5333333333333333,34.733333333333334,9.666666666666666,7.2,47.666666666666664,2.066666666666667,1.8666666666666667,127.26666666666667,130.13333333333333,2.8666666666666667,0.4666666666666667,0.2,0.0,45.53333333333333,0.4287419108129324,0.23484848484848486
Alan Baudot,41.75,48.75,0.0,30.75,7.25,3.75,28.0,8.75,5.0,71.25,78.25,0.0,0.25,0.0,0.0,41.25,0.5191731710656944,0.0
Alan Belcher,24.8,34.2,0.26666666666666666,14.066666666666666,4.066666666666666,6.666666666666667,16.8,3.8666666666666667,4.133333333333334,59.266666666666666,69.4,1.0,0.2,0.5333333333333333,0.13333333333333333,105.33333333333333,0.3993082107137835,0.44047619047619047
Alan Jouban,51.0,55.30769230769231,0.3076923076923077,30.615384615384617,10.615384615384615,9.76923076923077,41.38461538461539,6.615384615384615,3.0,101.38461538461539,105.92307692307692,0.6923076923076923,0.6923076923076923,0.15384615384615385,0.07692307692307693,36.92307692307692,0.5197934140705894,0.475
Alan Omer,46.5,77.0,1.5,30.0,7.5,9.0,23.0,15.5,8.0,83.5,118.5,3.5,0.0,0.0,0.0,193.5,0.5522802280228023,0.41666666666666663
Alan Patrick,20.9,45.5,2.3,12.7,5.3,2.9,14.0,2.4,4.5,51.3,81.6,6.9,0.1,0.2,0.0,253.1,0.45087731691384236,0.2787770562770563
Alatengheili,37.77777777777778,54.888888888888886,1.5555555555555556,24.77777777777778,7.888888888888889,5.111111111111111,36.111111111111114,0.2222222222222222,1.4444444444444444,115.44444444444444,139.66666666666666,3.5555555555555554,0.1111111111111111,0.0,0.0,114.0,0.35029698122012703,0.42660910518053374
Albert Cheng,5.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,6.0,0.4166666666666667,0.0
Albert Duraev,39.25,68.0,1.5,24.0,4.5,10.75,28.75,0.25,10.25,97.5,141.75,5.75,0.0,0.25,0.0,189.25,0.3688984795692113,0.375
Albert Morales,46.333333333333336,63.333333333333336,0.5,27.166666666666668,4.666666666666667,14.5,41.333333333333336,1.8333333333333333,3.1666666666666665,134.16666666666666,159.16666666666666,1.3333333333333333,0.0,0.0,0.16666666666666666,122.0,0.3328787359209648,0.36666666666666664
Albert Tumenov,34.875,37.5,0.125,27.875,5.5,1.5,30.375,2.5,2.0,83.0,87.125,0.625,0.625,0.0,0.125,20.375,0.41303408189899743,0.25
Alberta Cerra Leon,1.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Alberto Crane,4.0,13.0,0.0,1.5,1.5,1.0,4.0,0.0,0.0,16.0,26.0,5.5,0.5,2.5,1.0,134.5,0.41025641025641024,0.0
Alberto Mina,32.75,41.25,1.25,23.25,3.25,6.25,24.0,3.5,5.25,84.0,96.5,6.0,0.75,0.0,0.25,62.5,0.3889054438447587,0.3333333333333333
Alberto Uda,9.5,24.5,1.0,7.5,2.0,0.0,2.0,5.5,2.0,18.0,33.5,2.0,0.0,0.0,0.5,148.0,0.5,0.5
Alden Coria,42.0,77.0,2.0,34.0,1.0,7.0,29.0,0.0,13.0,95.0,131.0,2.0,0.0,0.0,1.0,198.0,0.4421052631578947,1.0
Alejandro Perez,36.84615384615385,49.76923076923077,0.38461538461538464,22.76923076923077,4.615384615384615,9.461538461538462,29.46153846153846,2.1538461538461537,5.230769230769231,103.38461538461539,117.61538461538461,1.6923076923076923,0.07692307692307693,0.23076923076923078,0.0,40.69230769230769,0.33444071323399494,0.25
Aleksa Camur,66.75,92.5,0.5,37.5,21.5,7.75,51.25,15.25,0.25,119.75,146.75,2.25,0.0,0.0,0.0,96.75,0.5601760851760852,0.1875
Aleksandar Rakic,47.6,82.9,0.5,25.4,7.3,14.9,31.5,4.6,11.5,95.0,133.1,2.1,0.4,0.1,0.0,220.0,0.4992868955266694,0.1851851851851852
Aleksandra Albu,47.75,60.25,1.5,34.5,11.25,2.0,28.0,15.5,4.25,101.25,118.0,3.0,0.0,0.25,0.0,95.0,0.48611769193134047,0.3194444444444444
Aleksandre Topuria,41.0,65.0,1.0,18.0,19.0,4.0,35.0,5.0,1.0,79.0,110.0,2.0,0.0,0.0,0.0,302.0,0.5189873417721519,0.5
Aleksei Kunchenko,55.0,102.25,0.25,31.25,8.5,15.25,43.0,9.5,2.5,124.0,174.25,0.75,0.0,0.0,0.0,32.25,0.4538585298460469,0.25
Aleksei Oleinik,22.352941176470587,43.76470588235294,0.8235294117647058,14.058823529411764,5.352941176470588,2.9411764705882355,15.647058823529411,5.0588235294117645,1.6470588235294117,45.705882352941174,68.94117647058823,1.7647058823529411,0.11764705882352941,0.8823529411764706,0.23529411764705882,124.23529411764706,0.44459088926410956,0.4746031746031746
Alen Amedovski,5.0,5.0,0.0,3.25,0.5,1.25,4.25,0.0,0.75,16.5,16.5,0.0,0.0,0.0,0.25,3.25,0.25660650623885917,0.0
Alessandro Costa,38.8,52.4,0.4,22.6,7.0,9.2,28.4,4.2,6.2,80.2,98.2,2.4,0.4,0.4,0.0,50.2,0.45191856002956127,0.13888888888888887
Alessio Di Chirico,34.09090909090909,42.0,1.0,23.09090909090909,6.090909090909091,4.909090909090909,28.545454545454547,4.090909090909091,1.4545454545454546,85.81818181818181,94.9090909090909,2.5454545454545454,0.2727272727272727,0.0,0.0,64.27272727272727,0.4159531574188166,0.3958333333333333
Alessio Sakara,19.933333333333334,28.066666666666666,0.7333333333333333,16.066666666666666,3.2666666666666666,0.6,8.866666666666667,3.7333333333333334,7.333333333333333,41.733333333333334,50.93333333333333,0.9333333333333333,0.26666666666666666,0.0,0.13333333333333333,82.2,0.4905770505075617,0.625
Alex Andrade,12.0,30.0,0.0,8.0,3.0,1.0,6.0,6.0,0.0,27.0,45.0,1.0,1.0,0.0,0.0,93.0,0.4444444444444444,0.0
Alex Caceres,50.63333333333333,60.1,0.43333333333333335,31.666666666666668,12.7,6.266666666666667,43.53333333333333,4.266666666666667,2.8333333333333335,101.33333333333333,111.86666666666666,0.6333333333333333,0.16666666666666666,0.5333333333333333,0.4,88.33333333333333,0.4906842135708343,0.7166666666666667
Alex Chambers,27.0,42.8,1.4,15.6,5.8,5.6,17.6,6.4,3.0,50.0,68.2,3.4,0.0,0.6,0.0,124.4,0.585853836882531,0.4928571428571429
Alex Da Silva,28.5,55.5,1.75,18.0,6.25,4.25,21.75,2.25,4.5,61.5,95.5,4.0,0.25,0.25,0.25,415.75,0.44990481010217853,0.47222222222222215
Alex Garcia,21.2,33.0,2.9,17.6,2.5,1.1,16.0,3.0,2.2,67.6,81.8,5.5,0.3,0.1,0.1,195.3,0.33570175339882746,0.4974747474747475
Alex Gorgees,10.0,22.0,0.0,5.0,3.0,2.0,5.0,5.0,0.0,31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.0
Alex Hunter,9.0,18.0,1.0,6.0,2.0,1.0,2.5,1.5,5.0,15.0,27.5,3.0,0.0,0.0,0.5,0.0,0.5972222222222223,0.6
Alex Karalexis,14.0,24.666666666666668,0.3333333333333333,11.666666666666666,1.6666666666666667,0.6666666666666666,3.6666666666666665,7.333333333333333,3.0,46.0,57.0,1.6666666666666667,0.0,1.0,0.0,87.0,0.3575757575757576,0.2
Alex Morono,58.95652173913044,68.82608695652173,0.2608695652173913,46.82608695652174,7.956521739130435,4.173913043478261,52.30434782608695,4.217391304347826,2.4347826086956523,146.2608695652174,157.56521739130434,1.0869565217391304,0.21739130434782608,0.2608695652173913,0.043478260869565216,41.69565217391305,0.3841448305414077,0.24545454545454548
Alex Nicholson,29.25,30.25,0.0,16.75,5.75,6.75,27.25,1.25,0.75,67.0,68.0,0.0,0.25,0.25,0.0,0.25,0.3987300255089629,0.0
Alex Oliveira,28.59090909090909,41.31818181818182,1.5,16.181818181818183,7.181818181818182,5.2272727272727275,17.0,6.454545454545454,5.136363636363637,55.90909090909091,70.95454545454545,3.909090909090909,0.2727272727272727,0.36363636363636365,0.045454545454545456,189.4090909090909,0.5106242612191472,0.34556595365418896
Alex Pereira,57.083333333333336,74.33333333333333,0.08333333333333333,26.916666666666668,14.916666666666666,15.25,46.166666666666664,6.0,4.916666666666667,91.91666666666667,110.58333333333333,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.0,13.166666666666666,0.6436661770083422,0.5
Alex Perez,29.75,45.166666666666664,1.0,18.0,4.416666666666667,7.333333333333333,20.916666666666668,4.25,4.583333333333333,63.25,81.75,2.1666666666666665,0.3333333333333333,0.3333333333333333,0.0,126.5,0.46394017646340796,0.5061728395061729
Alex Reyes,29.666666666666668,36.666666666666664,0.6666666666666666,13.0,9.0,7.666666666666667,22.333333333333332,7.0,0.3333333333333333,63.666666666666664,71.0,2.3333333333333335,0.0,0.0,0.0,91.66666666666667,0.44093888567572775,0.2
Alex Ricci,24.5,52.0,0.0,9.5,9.5,5.5,17.0,7.5,0.0,59.5,88.5,1.0,0.0,0.0,0.0,44.0,0.4112994350282486,0.0
Alex Schoenauer,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Alex Soto,23.5,26.0,1.5,9.5,10.5,3.5,20.5,2.0,1.0,93.0,96.5,5.0,0.0,0.0,0.0,27.0,0.4901685393258427,0.3
Alex Stiebling,4.0,38.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,7.0,42.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.0
Alex Torres,37.0,40.0,2.0,22.0,8.0,7.0,26.0,11.0,0.0,99.0,102.0,9.0,0.0,0.0,0.0,195.0,0.37373737373737376,0.2222222222222222
Alex White,43.1,57.2,0.7,26.5,13.8,2.8,28.8,11.8,2.5,102.6,118.7,2.5,0.4,0.4,0.2,52.9,0.44094659085498356,0.48571428571428565
Alexa Grasso,64.92857142857143,123.42857142857143,0.42857142857142855,40.142857142857146,12.428571428571429,12.357142857142858,52.785714285714285,10.142857142857142,2.0,157.28571428571428,223.21428571428572,1.2142857142857142,0.07142857142857142,0.6428571428571429,0.2857142857142857,90.92857142857143,0.4377562787093379,0.34375
Alexander Gustafsson,41.72222222222222,55.611111111111114,1.0555555555555556,29.055555555555557,6.111111111111111,6.555555555555555,31.944444444444443,3.2777777777777777,6.5,102.5,118.05555555555556,2.6666666666666665,0.5,0.2777777777777778,0.0,102.44444444444444,0.41684278249037554,0.44556277056277055
Alexander Hernandez,43.470588235294116,51.88235294117647,0.7647058823529411,23.41176470588235,13.882352941176471,6.176470588235294,36.470588235294116,3.588235294117647,3.411764705882353,106.23529411764706,116.29411764705883,2.1176470588235294,0.35294117647058826,0.058823529411764705,0.11764705882352941,85.17647058823529,0.43798877418280924,0.19393939393939394
Alexander Munoz,53.666666666666664,58.333333333333336,2.6666666666666665,36.333333333333336,9.666666666666666,7.666666666666667,45.666666666666664,3.0,5.0,141.33333333333334,146.33333333333334,8.0,0.3333333333333333,0.0,0.0,143.0,0.3755712073019765,0.3326719576719577
Alexander Volkanovski,101.0,119.70588235294117,1.8235294117647058,65.17647058823529,10.882352941176471,24.941176470588236,76.41176470588235,8.882352941176471,15.705882352941176,177.52941176470588,200.11764705882354,5.294117647058823,0.35294117647058826,0.17647058823529413,0.17647058823529413,201.23529411764707,0.5797114256585042,0.3557900432900433
Alexander Volkov,66.94117647058823,85.94117647058823,0.5882352941176471,40.76470588235294,14.176470588235293,12.0,56.88235294117647,5.764705882352941,4.294117647058823,117.52941176470588,138.8235294117647,0.8823529411764706,0.23529411764705882,0.11764705882352941,0.0,70.17647058823529,0.5794251643312741,0.6071428571428571
Alexander Yakovlev,19.22222222222222,25.666666666666668,1.2222222222222223,9.444444444444445,5.111111111111111,4.666666666666667,13.777777777777779,2.4444444444444446,3.0,40.55555555555556,48.111111111111114,3.4444444444444446,0.2222222222222222,0.1111111111111111,0.1111111111111111,99.66666666666667,0.5893438714759086,0.534375
Alexandr Romanov,32.8,49.9,2.6,24.2,4.0,4.6,15.8,2.7,14.3,63.5,84.6,4.7,0.0,0.5,0.1,254.2,0.5620067332565868,0.5793650793650794
Alexandre Barros,8.0,13.0,1.0,1.0,1.0,6.0,4.0,3.0,1.0,20.0,25.0,2.0,0.0,0.0,0.0,136.0,0.4,0.5
Alexandre Dantas,7.5,12.5,1.0,7.0,0.0,0.5,0.5,0.5,6.5,23.5,29.5,7.5,0.0,0.5,0.5,250.5,0.2877906976744186,0.125
Alexandre Ferreira,6.0,9.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.6,0.0
Alexandre Pantoja,55.0,68.29411764705883,2.3529411764705883,34.88235294117647,11.823529411764707,8.294117647058824,44.64705882352941,5.470588235294118,4.882352941176471,109.3529411764706,125.05882352941177,4.9411764705882355,0.23529411764705882,0.8235294117647058,0.17647058823529413,244.58823529411765,0.5276753478749024,0.5368314726209463
Alexia Thainara,27.5,63.5,3.0,18.0,4.0,5.5,14.5,4.5,8.5,64.0,117.0,6.0,0.0,1.5,0.0,403.0,0.4675122385402759,0.7272727272727273
Alexis Davis,53.857142857142854,103.57142857142857,0.8571428571428571,27.071428571428573,9.642857142857142,17.142857142857142,40.42857142857143,6.5,6.928571428571429,113.64285714285714,172.64285714285714,1.8571428571428572,0.0,0.6428571428571429,0.35714285714285715,247.71428571428572,0.4860105181470111,0.5757575757575757
Alexis Dufresne,20.0,49.0,1.5,6.0,4.0,10.0,15.5,1.0,3.5,72.0,104.0,3.0,0.0,0.0,0.5,334.5,0.33497536945812806,0.5
Alfonso Alcarez,34.0,69.0,1.0,21.0,6.0,7.0,9.0,21.0,4.0,62.0,101.0,2.0,0.0,0.0,0.0,126.0,0.5483870967741935,0.5
Ali AlQaisi,36.5,56.0,3.5,20.0,5.0,11.5,31.5,4.5,0.5,86.0,110.5,12.0,0.0,1.0,0.0,237.5,0.4259417199715707,0.2777777777777778
Ali Bagautinov,46.142857142857146,64.0,2.7142857142857144,26.0,14.857142857142858,5.285714285714286,23.714285714285715,9.142857142857142,13.285714285714286,108.71428571428571,129.14285714285714,7.428571428571429,0.2857142857142857,0.2857142857142857,0.14285714285714285,272.85714285714283,0.44053672660507004,0.35357142857142854
Aliaskhab Khizriev,21.5,27.5,1.0,15.5,4.5,1.5,17.0,0.5,4.0,34.5,40.5,1.5,0.0,0.5,0.0,83.0,0.5634328358208955,0.6666666666666666
Alibi Idiris,28.0,50.0,0.0,9.0,17.0,2.0,22.0,6.0,0.0,56.0,82.0,1.0,0.0,0.0,1.0,64.0,0.5,0.0
Alice Ardelean,101.0,114.0,1.0,72.0,17.666666666666668,11.333333333333334,97.0,2.6666666666666665,1.3333333333333333,227.0,246.0,2.0,0.0,0.0,0.3333333333333333,142.33333333333334,0.46369047619047615,0.5
Alice Pereira,37.0,43.0,0.0,29.0,7.0,1.0,35.0,2.0,0.0,117.0,123.0,3.0,0.0,0.0,0.0,19.0,0.3162393162393162,0.0
Alistair Overeem,35.75,47.1,0.5,19.3,11.55,4.9,15.7,7.2,12.85,48.1,60.5,1.45,0.5,0.15,0.0,144.45,0.7044083762395095,0.3466666666666667
Aljamain Sterling,61.86363636363637,94.04545454545455,2.272727272727273,30.818181818181817,19.59090909090909,11.454545454545455,41.63636363636363,8.818181818181818,11.409090909090908,117.54545454545455,153.1818181818182,7.409090909090909,0.0,0.5909090909090909,0.18181818181818182,261.09090909090907,0.524526330535113,0.37757172021877905
Allan Goes,36.0,43.0,0.0,16.0,4.0,16.0,29.0,6.0,1.0,49.0,56.0,0.0,1.0,0.0,0.0,0.0,0.7346938775510204,0.0
Allan Nascimento,15.5,37.25,1.25,6.25,4.0,5.25,9.75,0.75,5.0,31.0,56.75,3.75,0.0,1.0,1.25,287.25,0.5216287091287091,0.29166666666666663
Allan Zuniga,59.0,93.0,0.0,33.0,18.0,8.0,44.0,14.0,1.0,112.0,147.0,0.0,0.0,1.0,0.0,0.0,0.5267857142857143,0.0
Allen Berube,4.0,26.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,28.0,2.0,0.0,1.0,0.0,159.0,0.8,1.0
Allen Crowder,9.0,11.0,0.3333333333333333,6.0,0.3333333333333333,2.6666666666666665,7.0,1.0,1.0,23.0,25.333333333333332,1.0,0.0,0.3333333333333333,0.0,47.666666666666664,0.2649122807017544,0.3333333333333333
Alonzo Menifield,33.9375,45.625,0.3125,27.625,3.5,2.8125,25.875,4.625,3.4375,63.3125,76.0,0.875,0.3125,0.125,0.0625,124.25,0.5398985141953558,0.3958333333333333
Alptekin Ozkilic,47.5,57.25,3.5,36.0,7.5,4.0,38.5,6.25,2.75,147.0,159.0,6.0,0.0,0.0,0.0,187.0,0.30809264858424124,0.5565476190476191
Alvaro Herrera Mendoza,6.25,6.5,0.0,4.25,1.75,0.25,5.0,0.75,0.5,16.25,16.5,0.0,0.25,0.25,0.0,2.75,0.37401125444603706,0.0
Alvin Hines,82.0,83.0,1.0,56.0,21.0,5.0,80.0,2.0,0.0,259.0,260.0,10.0,0.0,0.0,0.0,5.0,0.3166023166023166,0.1
Alvin Robinson,14.25,61.75,0.75,13.25,0.75,0.25,3.25,1.25,9.75,28.25,84.0,1.5,0.0,0.75,1.0,167.25,0.4240613553113553,0.5
Amanda Cooper,29.0,53.166666666666664,0.8333333333333334,22.333333333333332,3.8333333333333335,2.8333333333333335,18.666666666666668,1.1666666666666667,9.166666666666666,65.66666666666667,96.5,2.1666666666666665,0.0,1.0,0.16666666666666666,170.0,0.3822572905131045,0.3333333333333333
Amanda Lemos,28.785714285714285,36.5,0.7142857142857143,18.428571428571427,6.142857142857143,4.214285714285714,20.071428571428573,4.0,4.714285714285714,52.214285714285715,60.5,1.1428571428571428,0.42857142857142855,0.5,0.21428571428571427,110.92857142857143,0.5338225518460689,0.7285714285714285
Amanda Nunes,51.55555555555556,70.16666666666667,2.111111111111111,34.94444444444444,6.888888888888889,9.722222222222221,35.5,1.8333333333333333,14.222222222222221,99.11111111111111,121.5,3.7222222222222223,0.4444444444444444,0.5555555555555556,0.0,233.22222222222223,0.5609336658238537,0.5524406149406149
Amanda Ribas,52.76923076923077,95.15384615384616,1.6923076923076923,32.38461538461539,9.461538461538462,10.923076923076923,45.30769230769231,2.769230769230769,4.6923076923076925,132.07692307692307,181.92307692307693,3.230769230769231,0.07692307692307693,0.46153846153846156,0.07692307692307693,198.46153846153845,0.4380889961523522,0.6102564102564103
Amar Suloev,17.5,17.5,0.5,10.5,1.0,6.0,16.5,0.0,1.0,42.0,42.0,0.5,0.0,0.5,0.0,1.5,0.48840579710144927,1.0
Amaury Bitetti,4.0,20.0,0.0,2.5,0.5,1.0,2.0,2.0,0.0,7.5,25.0,3.0,0.0,0.0,0.0,6.5,0.5,0.0
Amilcar Alves,7.0,18.5,0.0,4.0,2.0,1.0,3.5,1.5,2.0,15.0,30.0,0.5,0.0,0.0,0.0,0.0,0.45,0.0
Amir Albazi,39.166666666666664,55.666666666666664,1.3333333333333333,27.0,6.666666666666667,5.5,33.666666666666664,0.5,5.0,112.66666666666667,132.33333333333334,4.166666666666667,0.3333333333333333,0.5,0.0,208.0,0.4198386521868534,0.46296296296296297
Amir Sadollah,56.45454545454545,69.0,0.45454545454545453,26.0,14.727272727272727,15.727272727272727,38.18181818181818,13.545454545454545,4.7272727272727275,121.45454545454545,135.27272727272728,1.6363636363636365,0.0,0.2727272727272727,0.0,100.18181818181819,0.4238592228725527,0.3888888888888889
Anderson Dos Santos,31.0,42.0,0.75,21.75,3.75,5.5,26.75,2.5,1.75,121.5,133.25,5.25,0.0,0.5,0.0,109.0,0.3202154254162862,0.09722222222222221
Anderson Silva,33.28,41.16,0.12,17.96,7.24,8.08,22.68,4.92,5.68,56.4,65.28,0.16,0.72,0.24,0.04,33.16,0.6349126096847736,0.75
